"From"	"To"
"208815_x_at"	"HSPA4"
"208816_x_at"	"ANXA2P2"
"208817_at"	"COMT"
"208818_s_at"	"COMT"
"208819_at"	"RAB8A"
"208820_at"	"PTK2"
"208821_at"	"SNRPB"
"208822_s_at"	"DAP3"
"208823_s_at"	"CDK16"
"208824_x_at"	"CDK16"
"208825_x_at"	"RPL23A"
"208826_x_at"	"HINT1"
"208827_at"	"PSMB6"
"208828_at"	"POLE3"
"208829_at"	"TAPBP"
"208830_s_at"	"SUPT6H"
"208831_x_at"	"SUPT6H"
"208832_at"	"ATXN10"
"208833_s_at"	"ATXN10"
"208834_x_at"	"RPL23A"
"208835_s_at"	"LUC7L3"
"208836_at"	"ATP1B3"
"208837_at"	"TMED3"
"208838_at"	"CAND1"
"208839_s_at"	"CAND1"
"208840_s_at"	"G3BP2"
"208841_s_at"	"G3BP2"
"208842_s_at"	"GORASP2"
"208843_s_at"	"GORASP2"
"208845_at"	"VDAC3"
"208846_s_at"	"VDAC3"
"208847_s_at"	"ADH5"
"208848_at"	"ADH5"
"208850_s_at"	"THY1"
"208851_s_at"	"THY1"
"208852_s_at"	"CANX"
"208853_s_at"	"CANX"
"208854_s_at"	"STK24"
"208855_s_at"	"STK24"
"208856_x_at"	"RPLP0"
"208857_s_at"	"PCMT1"
"208858_s_at"	"ESYT1"
"208859_s_at"	"ATRX"
"208860_s_at"	"ATRX"
"208861_s_at"	"ATRX"
"208862_s_at"	"CTNND1"
"208862_s_at"	"TMX2"
"208863_s_at"	"SRSF1"
"208864_s_at"	"TXN"
"208865_at"	"CSNK1A1"
"208866_at"	"CSNK1A1"
"208867_s_at"	"CSNK1A1"
"208868_s_at"	"GABARAPL1"
"208869_s_at"	"GABARAPL1"
"208870_x_at"	"ATP5F1C"
"208872_s_at"	"REEP5"
"208873_s_at"	"REEP5"
"208874_x_at"	"PTPA"
"208875_s_at"	"PAK2"
"208876_s_at"	"PAK2"
"208877_at"	"PAK2"
"208878_s_at"	"PAK2"
"208879_x_at"	"PRPF6"
"208880_s_at"	"PRPF6"
"208881_x_at"	"IDI1"
"208882_s_at"	"UBR5"
"208883_at"	"UBR5"
"208884_s_at"	"UBR5"
"208885_at"	"LCP1"
"208886_at"	"H1"
"208887_at"	"EIF3G"
"208890_s_at"	"PLXNB2"
"208891_at"	"DUSP6"
"208892_s_at"	"DUSP6"
"208893_s_at"	"DUSP6"
"208894_at"	"HLA"
"208895_s_at"	"DDX18"
"208896_at"	"DDX18"
"208897_s_at"	"DDX18"
"208898_at"	"ATP6V1D"
"208899_x_at"	"ATP6V1D"
"208900_s_at"	"TOP1"
"208901_s_at"	"TOP1"
"208903_at"	"RPS28"
"208904_s_at"	"RPS28"
"208905_at"	"CYCS"
"208906_at"	"BSCL2"
"208906_at"	"HNRNPUL2"
"208907_s_at"	"MRPS18B"
"208908_s_at"	"CAST"
"208909_at"	"UQCRFS1"
"208910_s_at"	"C1QBP"
"208911_s_at"	"PDHB"
"208912_s_at"	"CNP"
"208913_at"	"GGA2"
"208914_at"	"GGA2"
"208915_s_at"	"GGA2"
"208916_at"	"SLC1A5"
"208918_s_at"	"NADK"
"208919_s_at"	"NADK"
"208920_at"	"SRI"
"208921_s_at"	"SRI"
"208922_s_at"	"NXF1"
"208923_at"	"CYFIP1"
"208924_at"	"RNF11"
"208925_at"	"CLDND1"
"208926_at"	"NEU1"
"208927_at"	"SPOP"
"208928_at"	"POR"
"208929_x_at"	"RPL13"
"208930_s_at"	"ILF3"
"208931_s_at"	"ILF3"
"208932_at"	"PPP4C"
"208933_s_at"	"LGALS8"
"208934_s_at"	"LGALS8"
"208935_s_at"	"LGALS8"
"208936_x_at"	"LGALS8"
"208937_s_at"	"ID1"
"208938_at"	"PRCC"
"208939_at"	"SEPHS1"
"208940_at"	"SEPHS1"
"208941_s_at"	"SEPHS1"
"208942_s_at"	"SEC62"
"208943_s_at"	"SEC62"
"208944_at"	"TGFBR2"
"208945_s_at"	"BECN1"
"208946_s_at"	"BECN1"
"208947_s_at"	"UPF1"
"208948_s_at"	"STAU1"
"208949_s_at"	"LGALS3"
"208950_s_at"	"ALDH7A1"
"208951_at"	"ALDH7A1"
"208952_s_at"	"LARP4B"
"208953_at"	"LARP4B"
"208954_s_at"	"LARP4B"
"208955_at"	"DUT"
"208956_x_at"	"DUT"
"208957_at"	"ERP44"
"208959_s_at"	"ERP44"
"208960_s_at"	"KLF6"
"208961_s_at"	"KLF6"
"208962_s_at"	"FADS1"
"208963_x_at"	"FADS1"
"208964_s_at"	"FADS1"
"208965_s_at"	"IFI16"
"208966_x_at"	"IFI16"
"208967_s_at"	"AK2"
"208968_s_at"	"CIAPIN1"
"208969_at"	"NDUFA9"
"208970_s_at"	"UROD"
"208971_at"	"UROD"
"208972_s_at"	"ATP5MC1"
"208973_at"	"ERI3"
"208974_x_at"	"KPNB1"
"208975_s_at"	"KPNB1"
"208977_x_at"	"TUBB4B"
"208978_at"	"CRIP2"
"208979_at"	"NCOA6"
"208980_s_at"	"UBC"
"208981_at"	"PECAM1"
"208982_at"	"PECAM1"
"208983_s_at"	"PECAM1"
"208984_x_at"	"RBM10"
"208985_s_at"	"EIF3J"
"208986_at"	"TCF12"
"208987_s_at"	"KDM2A"
"208988_at"	"KDM2A"
"208989_s_at"	"KDM2A"
"208990_s_at"	"HNRNPH3"
"208991_at"	"STAT3"
"208992_s_at"	"STAT3"
"208993_s_at"	"PPIG"
"208994_s_at"	"PPIG"
"208995_s_at"	"PPIG"
"208996_s_at"	"POLR2C"
"208997_s_at"	"UCP2"
"208998_at"	"UCP2"
"208999_at"	"SEPTIN8"
"209000_s_at"	"SEPTIN8"
"209001_s_at"	"ANAPC13"
"209002_s_at"	"CALCOCO1"
"209003_at"	"SLC25A11"
"209004_s_at"	"FBXL5"
"209005_at"	"FBXL5"
"209006_s_at"	"RSRP1"
"209007_s_at"	"RSRP1"
"209009_at"	"ESD"
"209011_at"	"TRIO"
"209012_at"	"TRIO"
"209013_x_at"	"TRIO"
"209014_at"	"MAGED1"
"209015_s_at"	"DNAJB6"
"209017_s_at"	"LONP1"
"209018_s_at"	"PINK1"
"209019_s_at"	"PINK1"
"209020_at"	"OSER1"
"209021_x_at"	"ATG13"
"209022_at"	"STAG2"
"209023_s_at"	"STAG2"
"209024_s_at"	"SYNCRIP"
"209025_s_at"	"SYNCRIP"
"209026_x_at"	"TUBB"
"209027_s_at"	"ABI1"
"209028_s_at"	"ABI1"
"209029_at"	"COPS7A"
"209030_s_at"	"CADM1"
"209031_at"	"CADM1"
"209033_s_at"	"DYRK1A"
"209034_at"	"PNRC1"
"209035_at"	"MDK"
"209036_s_at"	"MDH2"
"209037_s_at"	"EHD1"
"209039_x_at"	"EHD1"
"209040_s_at"	"PSMB8"
"209041_s_at"	"UBE2G2"
"209042_s_at"	"UBE2G2"
"209043_at"	"PAPSS1"
"209044_x_at"	"SF3B4"
"209045_at"	"XPNPEP1"
"209046_s_at"	"GABARAPL2"
"209047_at"	"AQP1"
"209048_s_at"	"ZMYND8"
"209049_s_at"	"ZMYND8"
"209050_s_at"	"RALGDS"
"209051_s_at"	"RALGDS"
"209053_s_at"	"NSD2"
"209054_s_at"	"NSD2"
"209055_s_at"	"CDC5L"
"209056_s_at"	"CDC5L"
"209057_x_at"	"CDC5L"
"209058_at"	"EDF1"
"209059_s_at"	"EDF1"
"209060_x_at"	"NCOA3"
"209061_at"	"NCOA3"
"209063_x_at"	"PAIP1"
"209064_x_at"	"PAIP1"
"209065_at"	"UQCRB"
"209066_x_at"	"UQCRB"
"209067_s_at"	"HNRNPDL"
"209068_at"	"HNRNPDL"
"209069_s_at"	"H3"
"209070_s_at"	"RGS5"
"209071_s_at"	"RGS5"
"209073_s_at"	"NUMB"
"209073_s_at"	"LOC101928143"
"209074_s_at"	"FAM107A"
"209075_s_at"	"ISCU"
"209076_s_at"	"WDR45B"
"209077_at"	"TXN2"
"209078_s_at"	"TXN2"
"209079_x_at"	"PCDHGA1"
"209079_x_at"	"PCDHGC3"
"209079_x_at"	"PCDHGB4"
"209079_x_at"	"PCDHGA8"
"209079_x_at"	"PCDHGA12"
"209079_x_at"	"PCDHGC5"
"209079_x_at"	"PCDHGC4"
"209079_x_at"	"PCDHGB7"
"209079_x_at"	"PCDHGB6"
"209079_x_at"	"PCDHGB5"
"209079_x_at"	"PCDHGB3"
"209079_x_at"	"PCDHGB2"
"209079_x_at"	"PCDHGB1"
"209079_x_at"	"PCDHGA11"
"209079_x_at"	"PCDHGA10"
"209079_x_at"	"PCDHGA9"
"209079_x_at"	"PCDHGA7"
"209079_x_at"	"PCDHGA6"
"209079_x_at"	"PCDHGA5"
"209079_x_at"	"PCDHGA4"
"209079_x_at"	"PCDHGA3"
"209079_x_at"	"PCDHGA2"
"209080_x_at"	"GLRX3"
"209081_s_at"	"COL18A1"
"209082_s_at"	"COL18A1"
"209083_at"	"CORO1A"
"209084_s_at"	"RAB28"
"209085_x_at"	"RFC1"
"209086_x_at"	"MCAM"
"209087_x_at"	"MCAM"
"209088_s_at"	"UBN1"
"209089_at"	"RAB5A"
"209090_s_at"	"SH3GLB1"
"209091_s_at"	"SH3GLB1"
"209092_s_at"	"GLOD4"
"209093_s_at"	"GBA"
"209093_s_at"	"GBAP1"
"209094_at"	"DDAH1"
"209095_at"	"DLD"
"209096_at"	"UBE2V2"
"209098_s_at"	"JAG1"
"209099_x_at"	"JAG1"
"209100_at"	"IFRD2"
"209101_at"	"CCN2"
"209102_s_at"	"HBP1"
"209103_s_at"	"UFD1"
"209104_s_at"	"NHP2"
"209105_at"	"NCOA1"
"209106_at"	"NCOA1"
"209107_x_at"	"NCOA1"
"209108_at"	"TSPAN6"
"209109_s_at"	"TSPAN6"
"209110_s_at"	"RGL2"
"209111_at"	"RNF5"
"209111_at"	"RNF5P1"
"209112_at"	"CDKN1B"
"209113_s_at"	"HMG20B"
"209115_at"	"UBA3"
"209116_x_at"	"HBB"
"209117_at"	"WBP2"
"209118_s_at"	"TUBA1A"
"209119_x_at"	"NR2F2"
"209120_at"	"NR2F2"
"209121_x_at"	"NR2F2"
"209122_at"	"PLIN2"
"209123_at"	"QDPR"
"209124_at"	"MYD88"
"209127_s_at"	"SART3"
"209128_s_at"	"SART3"
"209129_at"	"TRIP6"
"209130_at"	"SNAP23"
"209131_s_at"	"SNAP23"
"209132_s_at"	"COMMD4"
"209134_s_at"	"RPS6"
"209135_at"	"ASPH"
"209136_s_at"	"USP10"
"209137_s_at"	"USP10"
"209138_x_at"	"IGLC1"
"209138_x_at"	"IGLJ3"
"209139_s_at"	"PRKRA"
"209140_x_at"	"HLA"
"209141_at"	"UBE2G1"
"209141_at"	"LOC103021295"
"209142_s_at"	"UBE2G1"
"209143_s_at"	"CLNS1A"
"209146_at"	"MSMO1"
"209147_s_at"	"PLPP1"
"209148_at"	"RXRB"
"209149_s_at"	"TM9SF1"
"209150_s_at"	"TM9SF1"
"209150_s_at"	"IPO4"
"209153_s_at"	"TCF3"
"209154_at"	"TAX1BP3"
"209154_at"	"P2RX5"
"209155_s_at"	"NT5C2"
"209156_s_at"	"COL6A2"
"209157_at"	"DNAJA2"
"209158_s_at"	"CYTH2"
"209160_at"	"AKR1C3"
"209161_at"	"PRPF4"
"209162_s_at"	"PRPF4"
"209163_at"	"CYB561"
"209164_s_at"	"CYB561"
"209165_at"	"AATF"
"209166_s_at"	"MAN2B1"
"209167_at"	"GPM6B"
"209170_s_at"	"GPM6B"
"209171_at"	"ITPA"
"209174_s_at"	"QRICH1"
"209175_at"	"SEC23IP"
"209176_at"	"SEC23IP"
"209177_at"	"NDUFAF3"
"209178_at"	"DHX38"
"209179_s_at"	"MBOAT7"
"209180_at"	"RABGGTB"
"209181_s_at"	"RABGGTB"
"209182_s_at"	"DEPP1"
"209183_s_at"	"DEPP1"
"209184_s_at"	"IRS2"
"209185_s_at"	"IRS2"
"209186_at"	"ATP2A2"
"209187_at"	"DR1"
"209188_x_at"	"DR1"
"209189_at"	"FOS"
"209190_s_at"	"DIAPH1"
"209191_at"	"TUBB6"
"209192_x_at"	"KAT5"
"209193_at"	"PIM1"
"209194_at"	"CETN2"
"209195_s_at"	"ADCY6"
"209196_at"	"WDR46"
"209197_at"	"SYT11"
"209197_at"	"SEPTIN11"
"209198_s_at"	"SYT11"
"209199_s_at"	"MEF2C"
"209200_at"	"MEF2C"
"209201_x_at"	"CXCR4"
"209203_s_at"	"BICD2"
"209204_at"	"LMO4"
"209205_s_at"	"LMO4"
"209206_at"	"SEC22B"
"209206_at"	"SEC22B3P"
"209206_at"	"SEC22B2P"
"209206_at"	"SEC22B4P"
"209207_s_at"	"SEC22B"
"209207_s_at"	"SEC22B3P"
"209207_s_at"	"SEC22B2P"
"209207_s_at"	"SEC22B4P"
"209208_at"	"MPDU1"
"209209_s_at"	"FERMT2"
"209210_s_at"	"FERMT2"
"209213_at"	"CBR1"
"209214_s_at"	"EWSR1"
"209215_at"	"MFSD10"
"209216_at"	"WDR45"
"209217_s_at"	"WDR45"
"209218_at"	"SQLE"
"209219_at"	"NELFE"
"209221_s_at"	"OSBPL2"
"209222_s_at"	"OSBPL2"
"209224_s_at"	"NDUFA2"
"209225_x_at"	"TNPO1"
"209226_s_at"	"TNPO1"
"209228_x_at"	"TUSC3"
"209229_s_at"	"PPP6R1"
"209230_s_at"	"NUPR1"
"209231_s_at"	"DCTN5"
"209232_s_at"	"DCTN5"
"209233_at"	"EMG1"
"209234_at"	"KIF1B"
"209235_at"	"CLCN7"
"209236_at"	"SLC23A2"
"209238_at"	"STX3"
"209239_at"	"NFKB1"
"209240_at"	"OGT"
"209244_s_at"	"KIF1C"
"209246_at"	"ABCF2"
"209247_s_at"	"ABCF2"
"209248_at"	"GHITM"
"209249_s_at"	"GHITM"
"209250_at"	"DEGS1"
"209251_x_at"	"TUBA1C"
"209252_at"	"HARS2"
"209253_at"	"SORBS3"
"209255_at"	"KLHDC10"
"209256_s_at"	"KLHDC10"
"209257_s_at"	"SMC3"
"209258_s_at"	"SMC3"
"209259_s_at"	"SMC3"
"209262_s_at"	"NR2F6"
"209263_x_at"	"TSPAN4"
"209264_s_at"	"TSPAN4"
"209265_s_at"	"METTL3"
"209267_s_at"	"SLC39A8"
"209268_at"	"VPS45"
"209271_at"	"BPTF"
"209272_at"	"NAB1"
"209273_s_at"	"ISCA1"
"209274_s_at"	"ISCA1"
"209275_s_at"	"CLN3"
"209276_s_at"	"GLRX"
"209278_s_at"	"TFPI2"
"209279_s_at"	"NSDHL"
"209280_at"	"MRC2"
"209281_s_at"	"ATP2B1"
"209282_at"	"PRKD2"
"209283_at"	"CRYAB"
"209284_s_at"	"TASOR"
"209285_s_at"	"TASOR"
"209286_at"	"CDC42EP3"
"209287_s_at"	"CDC42EP3"
"209288_s_at"	"CDC42EP3"
"209289_at"	"NFIB"
"209290_s_at"	"NFIB"
"209291_at"	"ID4"
"209295_at"	"TNFRSF10B"
"209296_at"	"PPM1B"
"209297_at"	"ITSN1"
"209298_s_at"	"ITSN1"
"209299_x_at"	"PPIL2"
"209300_s_at"	"NECAP1"
"209301_at"	"CA2"
"209302_at"	"POLR2H"
"209303_at"	"NDUFS4"
"209304_x_at"	"GADD45B"
"209305_s_at"	"GADD45B"
"209306_s_at"	"SWAP70"
"209307_at"	"SWAP70"
"209308_s_at"	"BNIP2"
"209310_s_at"	"CASP4"
"209311_at"	"BCL2L2"
"209312_x_at"	"HLA"
"209312_x_at"	"HLA"
"209312_x_at"	"HLA"
"209313_at"	"GPN1"
"209314_s_at"	"HBS1L"
"209315_at"	"HBS1L"
"209316_s_at"	"HBS1L"
"209317_at"	"POLR1C"
"209318_x_at"	"PLAGL1"
"209320_at"	"ADCY3"
"209321_s_at"	"ADCY3"
"209322_s_at"	"SH2B1"
"209323_at"	"THAP12"
"209326_at"	"SLC35A2"
"209329_x_at"	"HIGD2A"
"209330_s_at"	"HNRNPD"
"209331_s_at"	"MAX"
"209332_s_at"	"MAX"
"209333_at"	"ULK1"
"209335_at"	"DCN"
"209336_at"	"LOC102724159"
"209336_at"	"PWP2"
"209337_at"	"PSIP1"
"209338_at"	"TFCP2"
"209339_at"	"SIAH2"
"209340_at"	"UAP1"
"209341_s_at"	"IKBKB"
"209342_s_at"	"IKBKB"
"209343_at"	"EFHD1"
"209344_at"	"TPM4"
"209345_s_at"	"PI4K2A"
"209348_s_at"	"MAF"
"209349_at"	"RAD50"
"209350_s_at"	"GPS2"
"209352_s_at"	"SIN3B"
"209354_at"	"TNFRSF14"
"209355_s_at"	"PLPP3"
"209356_x_at"	"EFEMP2"
"209357_at"	"CITED2"
"209358_at"	"TAF11"
"209359_x_at"	"RUNX1"
"209359_x_at"	"LOC100506403"
"209360_s_at"	"RUNX1"
"209360_s_at"	"LOC100506403"
"209361_s_at"	"PCBP4"
"209362_at"	"MED21"
"209363_s_at"	"MED21"
"209364_at"	"BAD"
"209365_s_at"	"ECM1"
"209366_x_at"	"CYB5A"
"209367_at"	"STXBP2"
"209372_x_at"	"TUBB2A"
"209372_x_at"	"TUBB2B"
"209373_at"	"MALL"
"209374_s_at"	"IGHM"
"209375_at"	"XPC"
"209376_x_at"	"SCAF11"
"209377_s_at"	"HMGN3"
"209378_s_at"	"CCSER2"
"209379_s_at"	"CCSER2"
"209380_s_at"	"ABCC5"
"209381_x_at"	"SF3A2"
"209382_at"	"POLR3C"
"209383_at"	"DDIT3"
"209384_at"	"PLPBP"
"209385_s_at"	"PLPBP"
"209386_at"	"TM4SF1"
"209387_s_at"	"TM4SF1"
"209388_at"	"PAPOLA"
"209389_x_at"	"DBI"
"209390_at"	"TSC1"
"209391_at"	"DPM2"
"209392_at"	"ENPP2"
"209393_s_at"	"EIF4E2"
"209394_at"	"ASMTL"
"209395_at"	"CHI3L1"
"209396_s_at"	"CHI3L1"
"209397_at"	"ME2"
"209398_at"	"H1"
"209402_s_at"	"SLC12A4"
"209403_at"	"TBC1D3E"
"209403_at"	"TBC1D3F"
"209403_at"	"TBC1D3B"
"209403_at"	"TBC1D3C"
"209403_at"	"TBC1D3"
"209403_at"	"TBC1D3H"
"209403_at"	"TBC1D3G"
"209403_at"	"TBC1D3K"
"209403_at"	"TBC1D3L"
"209403_at"	"TBC1D3D"
"209403_at"	"TBC1D3I"
"209404_s_at"	"TMED7"
"209405_s_at"	"FAM3A"
"209406_at"	"BAG2"
"209408_at"	"KIF2C"
"209409_at"	"GRB10"
"209411_s_at"	"GGA3"
"209412_at"	"TRAPPC10"
"209412_at"	"LOC102724200"
"209413_at"	"B4GALT2"
"209415_at"	"FZR1"
"209416_s_at"	"FZR1"
"209417_s_at"	"IFI35"
"209418_s_at"	"THOC5"
"209420_s_at"	"SMPD1"
"209421_at"	"MSH2"
"209422_at"	"PHF20"
"209424_s_at"	"AMACR"
"209424_s_at"	"C1QTNF3"
"209427_at"	"SMTN"
"209428_s_at"	"ZFPL1"
"209429_x_at"	"EIF2B4"
"209430_at"	"BTAF1"
"209431_s_at"	"PATZ1"
"209432_s_at"	"CREB3"
"209433_s_at"	"PPAT"
"209434_s_at"	"PPAT"
"209435_s_at"	"ARHGEF2"
"209436_at"	"SPON1"
"209439_s_at"	"PHKA2"
"209440_at"	"PRPS1"
"209444_at"	"RAP1GDS1"
"209445_x_at"	"COA1"
"209446_s_at"	NA
"209447_at"	"SYNE1"
"209448_at"	"HTATIP2"
"209449_at"	"LSM2"
"209450_at"	"OSGEP"
"209451_at"	"TANK"
"209452_s_at"	"VTI1B"
"209453_at"	"SLC9A1"
"209454_s_at"	"TEAD3"
"209455_at"	"FBXW11"
"209457_at"	"DUSP5"
"209458_x_at"	"HBA1"
"209458_x_at"	"HBA2"
"209459_s_at"	"ABAT"
"209460_at"	"ABAT"
"209461_x_at"	"WDR18"
"209463_s_at"	"TAF12"
"209464_at"	"AURKB"
"209465_x_at"	"PTN"
"209466_x_at"	"PTN"
"209467_s_at"	"MKNK1"
"209471_s_at"	"FNTA"
"209472_at"	"KYAT3"
"209473_at"	"ENTPD1"
"209475_at"	"USP15"
"209476_at"	"TMX1"
"209477_at"	"EMD"
"209478_at"	"CENPX"
"209479_at"	"CCDC28A"
"209480_at"	"HLA"
"209481_at"	"SNRK"
"209482_at"	"POP7"
"209484_s_at"	"NSL1"
"209485_s_at"	"OSBPL1A"
"209486_at"	"UTP3"
"209487_at"	"RBPMS"
"209488_s_at"	"RBPMS"
"209489_at"	"CELF1"
"209490_s_at"	"PPT2"
"209492_x_at"	"ATP5ME"
"209493_at"	"PDZD2"
"209496_at"	"RARRES2"
"209497_s_at"	"RBM4B"
"209499_x_at"	"TNFSF13"
"209499_x_at"	"TNFSF12"
"209500_x_at"	"TNFSF13"
"209500_x_at"	"TNFSF12"
"209501_at"	"CDR2"
"209503_s_at"	"PSMC5"
"209505_at"	"NR2F1"
"209506_s_at"	"NR2F1"
"209507_at"	"RPA3"
"209508_x_at"	"CFLAR"
"209509_s_at"	"DPAGT1"
"209510_at"	"RNF139"
"209511_at"	"POLR2F"
"209512_at"	"HSDL2"
"209513_s_at"	"HSDL2"
"209514_s_at"	"RAB27A"
"209515_s_at"	"RAB27A"
"209517_s_at"	"ASH2L"
"209518_at"	"SMARCD1"
"209520_s_at"	"NCBP1"
"209522_s_at"	"CRAT"
"209523_at"	"TAF2"
"209524_at"	"HDGFL3"
"209526_s_at"	"HDGFL3"
"209527_at"	"EXOSC2"
"209531_at"	"GSTZ1"
"209533_s_at"	"PLAA"
"209534_x_at"	"AKAP13"
"209535_s_at"	NA
"209536_s_at"	"EHD4"
"209537_at"	"EXTL2"
"209538_at"	"ZNF32"
"209539_at"	"ARHGEF6"
"209540_at"	"IGF1"
"209541_at"	"IGF1"
"209542_x_at"	"IGF1"
"209543_s_at"	"CD34"
"209545_s_at"	"RIPK2"
"209546_s_at"	"APOL1"
"209547_s_at"	"SUGP1"
"209549_s_at"	"DGUOK"
"209550_at"	"NDN"
"209553_at"	"VPS8"
"209555_s_at"	"CD36"
"209559_at"	"HIP1R"
"209561_at"	"THBS3"
"209563_x_at"	"CALM1"
"209563_x_at"	"CALM2"
"209565_at"	"RNF113A"
"209566_at"	"INSIG2"
"209567_at"	"RRS1"
"209568_s_at"	"RGL1"
"209571_at"	"CIR1"
"209572_s_at"	"EED"
"209574_s_at"	"LDLRAD4"
"209575_at"	"IL10RB"
"209576_at"	"GNAI1"
"209578_s_at"	"POFUT2"
"209579_s_at"	"MBD4"
"209580_s_at"	"MBD4"
"209581_at"	"PLAAT3"
"209583_s_at"	"CD200"
"209584_x_at"	"APOBEC3C"
"209585_s_at"	"MINPP1"
"209586_s_at"	"PRUNE1"
"209588_at"	"EPHB2"
"209589_s_at"	"EPHB2"
"209592_s_at"	"DCAF7"
"209593_s_at"	"TOR1B"
"209595_at"	"GTF2F2"
"209596_at"	"MXRA5"
"209600_s_at"	"ACOX1"
"209605_at"	"TST"
"209606_at"	"CYTIP"
"209607_x_at"	"SULT1A3"
"209607_x_at"	"SULT1A4"
"209607_x_at"	"SLX1A"
"209607_x_at"	"SLX1B"
"209608_s_at"	"ACAT2"
"209609_s_at"	"MRPL9"
"209610_s_at"	"SLC1A4"
"209612_s_at"	"ADH1B"
"209613_s_at"	"ADH1B"
"209619_at"	"CD74"
"209620_s_at"	"ABCB7"
"209621_s_at"	"PDLIM3"
"209623_at"	"MCCC2"
"209625_at"	"PIGH"
"209626_s_at"	"OSBPL3"
"209627_s_at"	"OSBPL3"
"209628_at"	"NXT2"
"209630_s_at"	"FBXW2"
"209632_at"	"PPP2R3A"
"209633_at"	"PPP2R3A"
"209635_at"	"AP1S1"
"209642_at"	"BUB1"
"209643_s_at"	"PLD2"
"209644_x_at"	"CDKN2A"
"209647_s_at"	"SOCS5"
"209648_x_at"	"SOCS5"
"209649_at"	"STAM2"
"209650_s_at"	"TBC1D22A"
"209651_at"	"TGFB1I1"
"209652_s_at"	"PGF"
"209653_at"	"KPNA4"
"209654_at"	"ICE1"
"209655_s_at"	"TMEM47"
"209656_s_at"	"TMEM47"
"209657_s_at"	"HSF2"
"209658_at"	"CDC16"
"209659_s_at"	"CDC16"
"209661_at"	"KIFC3"
"209662_at"	"CETN3"
"209663_s_at"	"ITGA7"
"209665_at"	"CYB561D2"
"209666_s_at"	"CHUK"
"209667_at"	"CES2"
"209668_x_at"	"CES2"
"209669_s_at"	"SERBP1"
"209670_at"	"TRAC"
"209671_x_at"	"TRAC"
"209674_at"	"CRY1"
"209675_s_at"	"HNRNPUL1"
"209678_s_at"	"PRKCI"
"209680_s_at"	"KIFC1"
"209681_at"	"SLC19A2"
"209682_at"	"CBLB"
"209683_at"	"CYRIA"
"209684_at"	"RIN2"
"209687_at"	"CXCL12"
"209688_s_at"	"CCDC93"
"209689_at"	"CCDC93"
"209691_s_at"	"DOK4"
"209694_at"	"PTS"
"209698_at"	"CCHCR1"
"209699_x_at"	"AKR1C2"
"209702_at"	"FTO"
"209703_x_at"	"METTL7A"
"209705_at"	"MTF2"
"209707_at"	"PIGK"
"209709_s_at"	"HMMR"
"209710_at"	"GATA2"
"209711_at"	"SLC35D1"
"209714_s_at"	"CDKN3"
"209715_at"	"CBX5"
"209716_at"	"CSF1"
"209717_at"	"EVI5"
"209718_at"	"NCAPH2"
"209721_s_at"	"IFFO1"
"209724_s_at"	"ZBTB14"
"209725_at"	"UTP20"
"209728_at"	"HLA"
"209729_at"	"GAS2L1"
"209730_at"	"SEMA3F"
"209731_at"	"NTHL1"
"209732_at"	"CLEC2B"
"209734_at"	"NCKAP1L"
"209736_at"	"SOX13"
"209737_at"	"MAGI2"
"209739_s_at"	"PNPLA4"
"209744_x_at"	"ITCH"
"209747_at"	"TGFB3"
"209748_at"	"SPAST"
"209750_at"	"NR1D2"
"209751_s_at"	"TRAPPC2B"
"209751_s_at"	"TRAPPC2"
"209754_s_at"	"TMPO"
"209758_s_at"	"MFAP5"
"209759_s_at"	"ECI1"
"209760_at"	"TMEM131L"
"209761_s_at"	"SP110"
"209762_x_at"	"SP110"
"209763_at"	"CHRDL1"
"209765_at"	"ADAM19"
"209767_s_at"	"SEPTIN5"
"209767_s_at"	"SEPT5"
"209769_s_at"	"SEPT5"
"209770_at"	"BTN3A1"
"209771_x_at"	"CD24"
"209773_s_at"	"RRM2"
"209774_x_at"	"CXCL2"
"209780_at"	"PHTF2"
"209781_s_at"	"KHDRBS3"
"209782_s_at"	"DBP"
"209784_s_at"	"JAG2"
"209785_s_at"	"PLA2G4C"
"209786_at"	"HMGN4"
"209787_s_at"	"HMGN4"
"209788_s_at"	"ERAP1"
"209790_s_at"	"CASP6"
"209796_s_at"	"CNPY2"
"209797_at"	"CNPY2"
"209798_at"	"NPAT"
"209799_at"	"PRKAA1"
"209803_s_at"	"PHLDA2"
"209805_at"	"PMS2"
"209805_at"	"PMS2CL"
"209806_at"	"H2BC12"
"209808_x_at"	"ING1"
"209814_at"	"ZNF330"
"209815_at"	"PTCH1"
"209817_at"	"PPP3CB"
"209818_s_at"	"HABP4"
"209820_s_at"	"TBL3"
"209821_at"	"IL33"
"209822_s_at"	"VLDLR"
"209823_x_at"	"HLA"
"209824_s_at"	"ARNTL"
"209825_s_at"	"UCK2"
"209826_at"	"PPT2"
"209826_at"	"PPT2"
"209826_at"	"EGFL8"
"209827_s_at"	"IL16"
"209831_x_at"	"DNASE2"
"209833_at"	"CRADD"
"209834_at"	"CHST3"
"209835_x_at"	"CD44"
"209836_x_at"	"BOLA2"
"209836_x_at"	"BOLA2B"
"209838_at"	"COPS2"
"209841_s_at"	"LRRN3"
"209845_at"	"MKRN1"
"209846_s_at"	"BTN3A2"
"209849_s_at"	"RAD51C"
"209850_s_at"	"CDC42EP2"
"209852_x_at"	"PSME3"
"209853_s_at"	"PSME3"
